judul,link,ringkasan,tanggal_publikasi,sumber,kata_kunci,domain,lokasi_kejadian,jenis_bencana,judul_bersih,datetime_utc,datetime_wib,datetime_wib_excel,tanggal_wib,waktu_wib,status_verifikasi,is_bencana,verified_by,verified_at,notes
"Bencana Alam di Sumut 24 Meninggal Dunia, 5 Dalam Pencarian - MataTelinga",https://news.google.com/rss/articles/CBMisAFBVV95cUxPcmw3Zk96MUlZaFZ1ZnlkNmtsblR3S2FoX25CRzRhSFJRcnl0eV9vMkFiWXY0NHRHSWhqQXdUalJwSGhVUE5UWEt1LU5RWU8xbDVZUnFjcUhJdllPWGZnWTF3YWlUSFo0ZE85LUdQa3ZXS3VxMU1YWW9MSklPVGxKMUJsTGxneUhZamRmR2g3eXlJWXd0cG1KQllBZTZRSm03NXlDTE5uZmpla0hlbWxUdtIBqwFBVV95cUxQSjhfVm4xWUM5XzVOZkh2My1KTUVJLUp3N2gyM19rWlhhUzRld2lISWpzZTZOb2xRTUhYS1FGSHE4OWQ5Mm9ZNjVWV2xwanljQnBVV2o1YndlV3V6bjJPTks0OFNkRG10WDlYOVpwdEFtMmFqd1VTVzQ2THpEbUJabE9yMTVwRTk1dkQ3NkNIRkJhUW5xOE5wcERaN1VHY1VoaU1HVnZWWEVqMWM?oc=5,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxPcmw3Zk96MUlZaFZ1ZnlkNmtsblR3S2FoX25CRzRhSFJRcnl0eV9vMkFiWXY0NHRHSWhqQXdUalJwSGhVUE5UWEt1LU5RWU8xbDVZUnFjcUhJdllPWGZnWTF3YWlUSFo0ZE85LUdQa3ZXS3VxMU1YWW9MSklPVGxKMUJsTGxneUhZamRmR2g3eXlJWXd0cG1KQllBZTZRSm03NXlDTE5uZmpla0hlbWxUdtIBqwFBVV95cUxQSjhfVm4xWUM5XzVOZkh2My1KTUVJLUp3N2gyM19rWlhhUzRld2lISWpzZTZOb2xRTUhYS1FGSHE4OWQ5Mm9ZNjVWV2xwanljQnBVV2o1YndlV3V6bjJPTks0OFNkRG10WDlYOVpwdEFtMmFqd1VTVzQ2THpEbUJabE9yMTVwRTk1dkQ3NkNIRkJhUW5xOE5wcERaN1VHY1VoaU1HVnZWWEVqMWM?oc=5"" target=""_blank"">Bencana Alam di Sumut 24 Meninggal Dunia, 5 Dalam Pencarian</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MataTelinga</font>",2025-11-26T09:57:00+00:00,MataTelinga,bencana alam,news.google.com,Sumut,Lainnya,bencana alam di sumut 24 meninggal dunia 5 dalam pencarian matatelinga,2025-11-26 09:57:00+00:00,2025-11-26 16:57:00+07:00,26-11-2025 16:57:00,26-11-2025,16:57:00,UNVERIFIED,,,,
"Update Banjir dan Longsor Sumatera Utara: Ribuan Rumah Rusak, Dua Jembatan Putus, 8 Warga Tewas - Info Mase - infomase.id",https://news.google.com/rss/articles/CBMi2wFBVV95cUxQeU9IN0VkNlVxck5Zcy1GSExoTDZwODFjMU1oNzQ5NmtoSFNTVllpazRHa0FEQ1E5QjhQZk1HSmI3YzJCMGFkS1ZvTl9YVkFNVjFtQjZ3QV9mYXk3OThBLUdKcnZMbEx0NGlESV9uS29uUzVCa1ZOVlZHOXFEMDFSb3lWNU9SaWp2dXdBMGtzTHFiUE9EQV9NaG9KOGVGMm82NmYzQlRvLXhPU215ZENXMGFuYWI0ajJsWnltSklFTWNjYTlCZzlhTDFNM1o1a1hDeTNvdVpnbVN6aTjSAeABQVVfeXFMTV9uRE1rRWtSMVd2T1lFb2NCeG55RldTWlZOYXNjWGJGTmNaWFVURmJuMFFhSWFwdENRVGt4VFFlcjFlT2lHSGhsUjBoUmtrX2R4ODlZUnZwTEdXRTljMDF1ZUgybXZ6S1JHWW5xSmdVbXlDM0ludEkwZHpCMWNSb0FQY1gtNGVfRUh2NHdVMk5aSVZ6Z0txSVlHQno2SElHX0p1OWVhODg2ck5LS0xvNHJHakVCYmtab1FfRzNOOW9WWF8yQlE4Q2hMMnY4VGFSWHB1NVhuMUpRNXJ1UE1QaGM?oc=5,"<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxQeU9IN0VkNlVxck5Zcy1GSExoTDZwODFjMU1oNzQ5NmtoSFNTVllpazRHa0FEQ1E5QjhQZk1HSmI3YzJCMGFkS1ZvTl9YVkFNVjFtQjZ3QV9mYXk3OThBLUdKcnZMbEx0NGlESV9uS29uUzVCa1ZOVlZHOXFEMDFSb3lWNU9SaWp2dXdBMGtzTHFiUE9EQV9NaG9KOGVGMm82NmYzQlRvLXhPU215ZENXMGFuYWI0ajJsWnltSklFTWNjYTlCZzlhTDFNM1o1a1hDeTNvdVpnbVN6aTjSAeABQVVfeXFMTV9uRE1rRWtSMVd2T1lFb2NCeG55RldTWlZOYXNjWGJGTmNaWFVURmJuMFFhSWFwdENRVGt4VFFlcjFlT2lHSGhsUjBoUmtrX2R4ODlZUnZwTEdXRTljMDF1ZUgybXZ6S1JHWW5xSmdVbXlDM0ludEkwZHpCMWNSb0FQY1gtNGVfRUh2NHdVMk5aSVZ6Z0txSVlHQno2SElHX0p1OWVhODg2ck5LS0xvNHJHakVCYmtab1FfRzNOOW9WWF8yQlE4Q2hMMnY4VGFSWHB1NVhuMUpRNXJ1UE1QaGM?oc=5"" target=""_blank"">Update Banjir dan Longsor Sumatera Utara: Ribuan Rumah Rusak, Dua Jembatan Putus, 8 Warga Tewas - Info Mase</a>&nbsp;&nbsp;<font color=""#6f6f6f"">infomase.id</font>",2025-11-26T09:55:35+00:00,infomase.id,banjir rob,news.google.com,Sumatera Utara,Banjir,update banjir dan longsor sumatera utara ribuan rumah rusak dua jembatan putus 8 warga tewas info mase infomase id,2025-11-26 09:55:35+00:00,2025-11-26 16:55:35+07:00,26-11-2025 16:55:35,26-11-2025,16:55:35,UNVERIFIED,,,,
"Update Banjir dan Longsor Sumatera Utara: Ribuan Rumah Rusak, Dua Jembatan Putus, 8 Warga Tewas - Info Mase - infomase.id",https://news.google.com/rss/articles/CBMi2wFBVV95cUxPeXNDYTdHLXFyZmM4enNEV2xCdlVJeHR6MXZlN1pKU3JzcW9pTGtrTVN4X3VxaC11UlN4WklQVkRPQ3RvN0RwNVlWamdlZmdMZ2hOY3g2QjdxNm9sZmZpRFpnbk9CVkZkbF82d2VJajBMVC1mbnI3UlN2amdWbmNQUUQ0YUg4RzV3QWJzZHVNWmVKNUphWUg2cFNxY0lMNXZ0Zzdwek9fdXpuQnRrV0xqLVF6MDNfNjMzZFp1S3lxWXFIOG1iaGdFeXVZbElMZUFodU1EMklDMzZKck3SAeABQVVfeXFMT0ZCeGNCNHZ6SEFfeTdOY1RJakwxeUx2YV9IbFk3UFpjS3R3czVzTVVqaVZBdVNBUHNHa0cxbGpRY01mWTNyS083YXBhNGtlOGwtVUhqZVdmcS1LMzlwcDNOSEhVNGc2U2ViZGZTYnB3TDVqa0IxRmR1QXV2TS1nUVVDUjN1bWdoN2txcEQ0cVp2SEpMZUo2aUp1RjFvcnZrUm9lTXZNV3pHZ19HbDJ6WFV6MjNSS2tJYjNabzAyejNyTzlKQ2lGZzQ2S1k5UUpVR0pwNlVkanZBb2Vpb2h0cmg?oc=5,"<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxPeXNDYTdHLXFyZmM4enNEV2xCdlVJeHR6MXZlN1pKU3JzcW9pTGtrTVN4X3VxaC11UlN4WklQVkRPQ3RvN0RwNVlWamdlZmdMZ2hOY3g2QjdxNm9sZmZpRFpnbk9CVkZkbF82d2VJajBMVC1mbnI3UlN2amdWbmNQUUQ0YUg4RzV3QWJzZHVNWmVKNUphWUg2cFNxY0lMNXZ0Zzdwek9fdXpuQnRrV0xqLVF6MDNfNjMzZFp1S3lxWXFIOG1iaGdFeXVZbElMZUFodU1EMklDMzZKck3SAeABQVVfeXFMT0ZCeGNCNHZ6SEFfeTdOY1RJakwxeUx2YV9IbFk3UFpjS3R3czVzTVVqaVZBdVNBUHNHa0cxbGpRY01mWTNyS083YXBhNGtlOGwtVUhqZVdmcS1LMzlwcDNOSEhVNGc2U2ViZGZTYnB3TDVqa0IxRmR1QXV2TS1nUVVDUjN1bWdoN2txcEQ0cVp2SEpMZUo2aUp1RjFvcnZrUm9lTXZNV3pHZ19HbDJ6WFV6MjNSS2tJYjNabzAyejNyTzlKQ2lGZzQ2S1k5UUpVR0pwNlVkanZBb2Vpb2h0cmg?oc=5"" target=""_blank"">Update Banjir dan Longsor Sumatera Utara: Ribuan Rumah Rusak, Dua Jembatan Putus, 8 Warga Tewas - Info Mase</a>&nbsp;&nbsp;<font color=""#6f6f6f"">infomase.id</font>",2025-11-26T09:55:35+00:00,infomase.id,banjir rob,news.google.com,Sumatera Utara,Banjir,update banjir dan longsor sumatera utara ribuan rumah rusak dua jembatan putus 8 warga tewas info mase infomase id,2025-11-26 09:55:35+00:00,2025-11-26 16:55:35+07:00,26-11-2025 16:55:35,26-11-2025,16:55:35,UNVERIFIED,,,,
Bupati Lumajang Paparkan Kerusakan Infrastruktur Dampak Erupsi Semeru dan Hidrometeorologi - Jatim Hari Ini - Jatim Hari Ini,https://news.google.com/rss/articles/CBMi3AFBVV95cUxPazVheU5RM2xNSUduMFdXRTdVNXB2b3k4VlppNXZiS254R2dobmE0TUpmNHQtM0dQQjg0ODEtbVRZWlNLaGRtR2d2eVljaWk1YzNwc3JyeEVUVUpjUnMyQ0JkYUhmbGRGQjZMdGt5ZDQ4VEUwbExXWnlOZnhoc1ZYU09YMF8tV1FTazRJT1FQbmQyZm9UTGZpRElMSkNuUTR0a25UZkhyZmpqTGJIYUhWR01Za1NueWpjOGlIWmRfTHlTQ21tT2J0d3EwWWV2RTBRbkVqWTduN0p3MExf0gHiAUFVX3lxTFA1UjZyalJpM1VKZ3N1LWRMQmprMzEyeTJlRTRtbXZEQnJ6TDktczU1VVBqSHM5MFl5b1RmV0ZUdllkWVB6b0w1TGhJLUJFdDhQYzJCV0U0STJkWm50VDJJQldpeTVLUUNpeGh6TWU0LWRiQURIZ3NLY01CRlUyZW4xRDlVTFFFeXBIb0NYdzEtblNOYWhZdUxLUUE3ODFyTl9aNDRmNWxsTXpSRmhET2VuT0lUa01UR2RBczZCUGVIbDhYN3luZWpCUWJIam9TNjFjamFoMkVCTmhtSHNwS2hGSlE?oc=5,"<a href=""https://news.google.com/rss/articles/CBMi3AFBVV95cUxPazVheU5RM2xNSUduMFdXRTdVNXB2b3k4VlppNXZiS254R2dobmE0TUpmNHQtM0dQQjg0ODEtbVRZWlNLaGRtR2d2eVljaWk1YzNwc3JyeEVUVUpjUnMyQ0JkYUhmbGRGQjZMdGt5ZDQ4VEUwbExXWnlOZnhoc1ZYU09YMF8tV1FTazRJT1FQbmQyZm9UTGZpRElMSkNuUTR0a25UZkhyZmpqTGJIYUhWR01Za1NueWpjOGlIWmRfTHlTQ21tT2J0d3EwWWV2RTBRbkVqWTduN0p3MExf0gHiAUFVX3lxTFA1UjZyalJpM1VKZ3N1LWRMQmprMzEyeTJlRTRtbXZEQnJ6TDktczU1VVBqSHM5MFl5b1RmV0ZUdllkWVB6b0w1TGhJLUJFdDhQYzJCV0U0STJkWm50VDJJQldpeTVLUUNpeGh6TWU0LWRiQURIZ3NLY01CRlUyZW4xRDlVTFFFeXBIb0NYdzEtblNOYWhZdUxLUUE3ODFyTl9aNDRmNWxsTXpSRmhET2VuT0lUa01UR2RBczZCUGVIbDhYN3luZWpCUWJIam9TNjFjamFoMkVCTmhtSHNwS2hGSlE?oc=5"" target=""_blank"">Bupati Lumajang Paparkan Kerusakan Infrastruktur Dampak Erupsi Semeru dan Hidrometeorologi - Jatim Hari Ini</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Jatim Hari Ini</font>",2025-11-26T09:53:28+00:00,Jatim Hari Ini,erupsi,news.google.com,Lumajang,Erupsi Gunung Api,bupati lumajang paparkan kerusakan infrastruktur dampak erupsi semeru dan hidrometeorologi jatim hari ini jatim hari ini,2025-11-26 09:53:28+00:00,2025-11-26 16:53:28+07:00,26-11-2025 16:53:28,26-11-2025,16:53:28,UNVERIFIED,,,,
Polri Kerahkan 135 Personel untuk Operasi Kemanusiaan Bencana Alam di Sumatera Utara - Bengkulu News,https://news.google.com/rss/articles/CBMitgFBVV95cUxOa09lMFlfeGNyWFhHNThEalI3bmt1T0dIX0hFUktISWlqYUtqcmVwaTF3VWwzYkdDOE4tYUE2UVNWRE1QMGcwbV9ORVpvU0N4dm9GM0FKTFEwek03anJkblo4Z3BSUDA2dEFScWFYTExJa1Vlek4wOXNENVZoMGk0dmxrYW1Rd3lHdUJkNllzTWstOURQakNkbGFNNUZOems0d2RXVWVFZEkwSjZ0aHNJdV9FWDZ1QQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxOa09lMFlfeGNyWFhHNThEalI3bmt1T0dIX0hFUktISWlqYUtqcmVwaTF3VWwzYkdDOE4tYUE2UVNWRE1QMGcwbV9ORVpvU0N4dm9GM0FKTFEwek03anJkblo4Z3BSUDA2dEFScWFYTExJa1Vlek4wOXNENVZoMGk0dmxrYW1Rd3lHdUJkNllzTWstOURQakNkbGFNNUZOems0d2RXVWVFZEkwSjZ0aHNJdV9FWDZ1QQ?oc=5"" target=""_blank"">Polri Kerahkan 135 Personel untuk Operasi Kemanusiaan Bencana Alam di Sumatera Utara</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bengkulu News</font>",2025-11-26T09:51:39+00:00,Bengkulu News,puting beliung,news.google.com,Sumatera Utara,Lainnya,polri kerahkan 135 personel untuk operasi kemanusiaan bencana alam di sumatera utara bengkulu news,2025-11-26 09:51:39+00:00,2025-11-26 16:51:39+07:00,26-11-2025 16:51:39,26-11-2025,16:51:39,UNVERIFIED,,,,
"Pasar Dayun Diterjang Angin Puting Beliung, Aktivitas Ekonomi Lumpuh - Riau Online",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPSV92MzlCX01TdXlodzdDdTlfNF9MY3FrWnJaMm9JY3JyNS1aaXVweGc3b2cxTHRndXRJVW9hTnZOdmhOaFVTLUhIMU9PaTYwXzRhM3Q5RF95bU5lOVpWNVV4RGNuRXVsUW8zUDNCQXJTVEVId3hrQ0hiZ2IyZ3pRaWJXOHJ4NmVsQ3N5NFhUUlNiNjlKRDY3WkxLQThiTUZqWlc4bU5qcml6NUlhYTE3TWM2QWdRd3pw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxPSV92MzlCX01TdXlodzdDdTlfNF9MY3FrWnJaMm9JY3JyNS1aaXVweGc3b2cxTHRndXRJVW9hTnZOdmhOaFVTLUhIMU9PaTYwXzRhM3Q5RF95bU5lOVpWNVV4RGNuRXVsUW8zUDNCQXJTVEVId3hrQ0hiZ2IyZ3pRaWJXOHJ4NmVsQ3N5NFhUUlNiNjlKRDY3WkxLQThiTUZqWlc4bU5qcml6NUlhYTE3TWM2QWdRd3pw?oc=5"" target=""_blank"">Pasar Dayun Diterjang Angin Puting Beliung, Aktivitas Ekonomi Lumpuh</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Riau Online</font>",2025-11-26T09:41:00+00:00,Riau Online,angin puting beliung,news.google.com,Riau,Angin Kencang,pasar dayun diterjang angin puting beliung aktivitas ekonomi lumpuh riau online,2025-11-26 09:41:00+00:00,2025-11-26 16:41:00+07:00,26-11-2025 16:41:00,26-11-2025,16:41:00,UNVERIFIED,,,,
"""Update"" Bencana Alam di Sumut: 65 Titik di 8 Kabupaten/Kota - Kompas.com",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQSjJYSEF0ZXZqY3F2WjN6eHI4YmlwX0Q2aUgzbHduWDVkN3d1V3IxeHJHWW9HaHJ4YTJ1UGVvNnlxNHpzYzlfZDg4SzZ3bTNEeHFsUzRKWkc0UGNXb0hDLXpfeHdybTRWTVM0WlRmRnVtdmlzbjZsVEpib29QODA2M2otSUhPZl9jdUMydkhBTTJjeUNTeUpwb0pOeGFuLU5sM2FKSUZqekRrcE0?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxQSjJYSEF0ZXZqY3F2WjN6eHI4YmlwX0Q2aUgzbHduWDVkN3d1V3IxeHJHWW9HaHJ4YTJ1UGVvNnlxNHpzYzlfZDg4SzZ3bTNEeHFsUzRKWkc0UGNXb0hDLXpfeHdybTRWTVM0WlRmRnVtdmlzbjZsVEpib29QODA2M2otSUhPZl9jdUMydkhBTTJjeUNTeUpwb0pOeGFuLU5sM2FKSUZqekRrcE0?oc=5"" target=""_blank"">""Update"" Bencana Alam di Sumut: 65 Titik di 8 Kabupaten/Kota</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Kompas.com</font>",2025-11-26T09:41:00+00:00,Kompas.com,bencana alam,news.google.com,Sumut,Lainnya,update bencana alam di sumut 65 titik di 8 kabupaten kota kompas com,2025-11-26 09:41:00+00:00,2025-11-26 16:41:00+07:00,26-11-2025 16:41:00,26-11-2025,16:41:00,UNVERIFIED,,,,
Wali Kota Lhokseumawe Tetapkan Status Siaga Darurat Bencana Alam - AJNN.net,https://news.google.com/rss/articles/CBMioAFBVV95cUxOSGpnWE8yMzBOTVl5UjcwdzJnNVZvazlmVThXVm5sUTNBNkUxcFVPR0NoUmlJLVFqakd6VzBjV1BITzc1bHVmclY1N0FhdlRrdmw3Q3ZXWXNFR2k0SGFlMHpWQWtYN3l6eFRxZDMxTGFiVzFZTVBzNXgwUEJVUzlwSGxveUVCY0xVSERqVHpsT1pKZjBOeG9ubWxpRllaVFJ10gGgAUFVX3lxTE5IamdYTzIzME5NWXlSNzB3Mmc1Vm9rOWZVOFdWbmxRM0E2RTFwVU9HQ2hSaUktUWpqR3pXMGNXUEhPNzVsdWZyVjU3QWF2VGt2bDdDdldZc0VHaTRIYWUwelZBa1g3eXp4VHFkMzFMYWJXMVlNUHM1eDBQQlVTOXBIbG95RUJjTFVIRGpUemxPWkpmME54b25tbGlGWVpUUnU?oc=5,"<a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxOSGpnWE8yMzBOTVl5UjcwdzJnNVZvazlmVThXVm5sUTNBNkUxcFVPR0NoUmlJLVFqakd6VzBjV1BITzc1bHVmclY1N0FhdlRrdmw3Q3ZXWXNFR2k0SGFlMHpWQWtYN3l6eFRxZDMxTGFiVzFZTVBzNXgwUEJVUzlwSGxveUVCY0xVSERqVHpsT1pKZjBOeG9ubWxpRllaVFJ10gGgAUFVX3lxTE5IamdYTzIzME5NWXlSNzB3Mmc1Vm9rOWZVOFdWbmxRM0E2RTFwVU9HQ2hSaUktUWpqR3pXMGNXUEhPNzVsdWZyVjU3QWF2VGt2bDdDdldZc0VHaTRIYWUwelZBa1g3eXp4VHFkMzFMYWJXMVlNUHM1eDBQQlVTOXBIbG95RUJjTFVIRGpUemxPWkpmME54b25tbGlGWVpUUnU?oc=5"" target=""_blank"">Wali Kota Lhokseumawe Tetapkan Status Siaga Darurat Bencana Alam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AJNN.net</font>",2025-11-26T09:40:09+00:00,AJNN.net,kebakaran lahan,news.google.com,Lhokseumawe,Lainnya,wali kota lhokseumawe tetapkan status siaga darurat bencana alam ajnn net,2025-11-26 09:40:09+00:00,2025-11-26 16:40:09+07:00,26-11-2025 16:40:09,26-11-2025,16:40:09,UNVERIFIED,,,,
Pemerintah Tetapkan Status Lhokseumawe Siaga Darurat Bencana Alam - AJNN.net,https://news.google.com/rss/articles/CBMipAFBVV95cUxPbzloRkRDN05hZ0tQSTZ3RkNHYnBCS0FtRjQyck9RTDNDMW43dTdCQmdqSWFKVHYzNnpuRmJoSHh4R0RfTHhvcGRnZGppRTRrNzlvOEtiSFJiVFNUckdzeG1yUXoySThwand5d3RId01uQ0RyTXRrWGVxYk1jSDdDZjJHWV84aEVSb1RWaDNxNkJ2enQ0c1QzMEd6b2RJTGpPQmlHWtIBogFBVV95cUxNNldsRUIxVXgtZ2EzWTI3OEhZZEFINFJCbG5UN1Q4V0lQcXFHeUQ0ZW1UdV8tUXVRdWw5dzRxNVJoZ1JmVU01dkx5YU1QVmlmSXFrUW96N0dCeV9JRFRtT3JBOVhfZ1ZjcmhjODNoTTBtN21WOS0tdlhBcEgwYUVidmZyUmIzM3dkVXRxN1I4QlRSYlRMT1lfYmlFYTRfeG1VY2c?oc=5,"<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxPbzloRkRDN05hZ0tQSTZ3RkNHYnBCS0FtRjQyck9RTDNDMW43dTdCQmdqSWFKVHYzNnpuRmJoSHh4R0RfTHhvcGRnZGppRTRrNzlvOEtiSFJiVFNUckdzeG1yUXoySThwand5d3RId01uQ0RyTXRrWGVxYk1jSDdDZjJHWV84aEVSb1RWaDNxNkJ2enQ0c1QzMEd6b2RJTGpPQmlHWtIBogFBVV95cUxNNldsRUIxVXgtZ2EzWTI3OEhZZEFINFJCbG5UN1Q4V0lQcXFHeUQ0ZW1UdV8tUXVRdWw5dzRxNVJoZ1JmVU01dkx5YU1QVmlmSXFrUW96N0dCeV9JRFRtT3JBOVhfZ1ZjcmhjODNoTTBtN21WOS0tdlhBcEgwYUVidmZyUmIzM3dkVXRxN1I4QlRSYlRMT1lfYmlFYTRfeG1VY2c?oc=5"" target=""_blank"">Pemerintah Tetapkan Status Lhokseumawe Siaga Darurat Bencana Alam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AJNN.net</font>",2025-11-26T09:31:45+00:00,AJNN.net,bencana alam,news.google.com,Lhokseumawe,Lainnya,pemerintah tetapkan status lhokseumawe siaga darurat bencana alam ajnn net,2025-11-26 09:31:45+00:00,2025-11-26 16:31:45+07:00,26-11-2025 16:31:45,26-11-2025,16:31:45,UNVERIFIED,,,,
Pemerintah Tetapkan Status Lhokseumawe Siaga Darurat Bencana Alam - AJNN.net,https://news.google.com/rss/articles/CBMiogFBVV95cUxNNldsRUIxVXgtZ2EzWTI3OEhZZEFINFJCbG5UN1Q4V0lQcXFHeUQ0ZW1UdV8tUXVRdWw5dzRxNVJoZ1JmVU01dkx5YU1QVmlmSXFrUW96N0dCeV9JRFRtT3JBOVhfZ1ZjcmhjODNoTTBtN21WOS0tdlhBcEgwYUVidmZyUmIzM3dkVXRxN1I4QlRSYlRMT1lfYmlFYTRfeG1VY2fSAaIBQVVfeXFMTTZXbEVCMVV4LWdhM1kyNzhIWWRBSDRSQmxuVDdUOFdJUHFxR3lENGVtVHVfLVF1UXVsOXc0cTVSaGdSZlVNNXZMeWFNUFZpZklxa1FvejdHQnlfSURUbU9yQTlYX2dWY3JoYzgzaE0wbTdtVjktLXZYQXBIMGFFYnZmclJiMzN3ZFV0cTdSOEJUUmJUTE9ZX2JpRWE0X3htVWNn?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxNNldsRUIxVXgtZ2EzWTI3OEhZZEFINFJCbG5UN1Q4V0lQcXFHeUQ0ZW1UdV8tUXVRdWw5dzRxNVJoZ1JmVU01dkx5YU1QVmlmSXFrUW96N0dCeV9JRFRtT3JBOVhfZ1ZjcmhjODNoTTBtN21WOS0tdlhBcEgwYUVidmZyUmIzM3dkVXRxN1I4QlRSYlRMT1lfYmlFYTRfeG1VY2fSAaIBQVVfeXFMTTZXbEVCMVV4LWdhM1kyNzhIWWRBSDRSQmxuVDdUOFdJUHFxR3lENGVtVHVfLVF1UXVsOXc0cTVSaGdSZlVNNXZMeWFNUFZpZklxa1FvejdHQnlfSURUbU9yQTlYX2dWY3JoYzgzaE0wbTdtVjktLXZYQXBIMGFFYnZmclJiMzN3ZFV0cTdSOEJUUmJUTE9ZX2JpRWE0X3htVWNn?oc=5"" target=""_blank"">Pemerintah Tetapkan Status Lhokseumawe Siaga Darurat Bencana Alam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AJNN.net</font>",2025-11-26T09:31:45+00:00,AJNN.net,kebakaran lahan,news.google.com,Lhokseumawe,Lainnya,pemerintah tetapkan status lhokseumawe siaga darurat bencana alam ajnn net,2025-11-26 09:31:45+00:00,2025-11-26 16:31:45+07:00,26-11-2025 16:31:45,26-11-2025,16:31:45,UNVERIFIED,,,,
Warga Korban Angin Puting Beliung Peroleh Bantuan dari Pemkab Bekasi - Herald Jabar,https://news.google.com/rss/articles/CBMivAFBVV95cUxQWlNaSGFRekItcU9XVy1zZnZiREJoSVJORlFkZDQ5NjIzclRRN0NES1JNZFRKVGRBR3p4aGItODFyYjdLS1hUNTlvQ2JkcEQ2R29fX0xoanZDc2paZjlnNjZSb2FJMlJIZy1jbFpTTXdaMy1rZ01XdjNrbTR4M1M2UHNKR0dTbzNfenJPVUc1enlWLVVuS0NvTkt1SUJLN3F6MHB6d0N1VmtSTmdhbzFUOEpSLWFEeFpZQ19ma9IBwgFBVV95cUxQRnl4eU9ONllMZUp6NnQ1ZEp5SHctaGVJRHJvV25CQnh6QmhteEVfam1nYWMwck0tZFNxUV9EY2t5N2NKWFRqTUpjSjBGR2pwd3BvbWxWTG4zZ3JueGMyQmo4TEFaaFlMcEZFWEZEcFBkNnpNSFFBb2FvQy05bnd4ZWtROGExVXpvblVVangwZVlYZ2twU09MSy1lQ1lqY0pyUTRIYXNIT2I3WktlUzh4UUo4SGp6SzZwYlcxMFRhRk9NZw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQWlNaSGFRekItcU9XVy1zZnZiREJoSVJORlFkZDQ5NjIzclRRN0NES1JNZFRKVGRBR3p4aGItODFyYjdLS1hUNTlvQ2JkcEQ2R29fX0xoanZDc2paZjlnNjZSb2FJMlJIZy1jbFpTTXdaMy1rZ01XdjNrbTR4M1M2UHNKR0dTbzNfenJPVUc1enlWLVVuS0NvTkt1SUJLN3F6MHB6d0N1VmtSTmdhbzFUOEpSLWFEeFpZQ19ma9IBwgFBVV95cUxQRnl4eU9ONllMZUp6NnQ1ZEp5SHctaGVJRHJvV25CQnh6QmhteEVfam1nYWMwck0tZFNxUV9EY2t5N2NKWFRqTUpjSjBGR2pwd3BvbWxWTG4zZ3JueGMyQmo4TEFaaFlMcEZFWEZEcFBkNnpNSFFBb2FvQy05bnd4ZWtROGExVXpvblVVangwZVlYZ2twU09MSy1lQ1lqY0pyUTRIYXNIT2I3WktlUzh4UUo4SGp6SzZwYlcxMFRhRk9NZw?oc=5"" target=""_blank"">Warga Korban Angin Puting Beliung Peroleh Bantuan dari Pemkab Bekasi</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Herald Jabar</font>",2025-11-26T09:31:14+00:00,Herald Jabar,angin puting beliung,news.google.com,Bekasi,Angin Kencang,warga korban angin puting beliung peroleh bantuan dari pemkab bekasi herald jabar,2025-11-26 09:31:14+00:00,2025-11-26 16:31:14+07:00,26-11-2025 16:31:14,26-11-2025,16:31:14,UNVERIFIED,,,,
